labnames,clusters
ile_CIG75_RS02805_AMP_binding_NZ_CP022657__621403_622600_____,88
ile_Z042_RS24575_AMP_binding_NZ_CP007044.2_3145595_3146789_____,88
leu_BAB75_RS13745_AMP_binding_NZ_CP016189__2809579_2810722_____,88
ile_CK934_RS20850_AMP_binding_NZ_CP023254__5470045_5471233_____,88
ile_CK934_RS23205_AMP_binding_NZ_CP023254__6157658_6158849_____,88
leu_AR543_RS14260_AMP_binding_NZ_CP013023__3340038_3341250_____,88
UNKNOWN_PSTEL_RS05870_AMP_binding_NZ_CP009286__1292167_1293388_____,88
leu_VIBNI_RS08945_AMP_binding_NC_022528__2006403_2007597_____,88
UNKNOWN_CS549_RS00040_AMP_binding_NZ_CP024596__28262_29498______CS549___,88
UNKNOWN_A9G17_RS12580_AMP_binding_NZ_CM004509__2853947_2855192_____,88
UNKNOWN_A9G17_RS12580_AMP_binding_NZ_CM004509__2857181_2858426_____,88
UNKNOWN_COCOR_RS21025_AMP_binding_NC_017030__5254141_5255350_____,88
UNKNOWN_MFUL124B02_RS22460_AMP_binding_NZ_CP006003__5693202_5694408_____,88
val_a0318_Val_YP_631961.1_A5_BGC0000393_myxoprincomide_Val_,88
val_LILAB_RS37560_AMP_binding_NC_015711__6516247_6517453_____,88
UNKNOWN_A176_RS15195_AMP_binding_NZ_CP012109__3971403_3972612_____,88
val_B1K54_RS03250_AMP_binding_NZ_CP019798__697491_698667_____,88
ile_BRAD285_RS19655_AMP_binding_NZ_LT859959__4345708_4346890_____,88
val_CXB49_RS14080_AMP_binding_NZ_CP025429__3148081_3149281_____,88
UNKNOWN_MFUL124B02_RS22460_AMP_binding_NZ_CP006003__5674743_5675943_____,88
leu_a0315_Leu_YP_631961.1_A2_BGC0000393_myxoprincomide_Leu_,88
leu_LILAB_RS36665_AMP_binding_NC_015711__6506706_6507903_____,88
leu_MYSTI_RS20515_AMP_binding_NC_020126__5306441_5307638_____,88
UNKNOWN_CGZ69_RS04730_AMP_binding_NZ_CP022438__1019153_1020350_____,88
ala_BN1701_RS08335_AMP_binding_NZ_LN850107__1832240_1833431_____,88
val_AVI_RS23385_AMP_binding_NC_011991__112672_113875_____,88
UNKNOWN_CMC5_RS17895_AMP_binding_NZ_CP012159__4821229_4822429_____,88
val_SCE1572_RS30805_AMP_binding_NC_021658__8462732_8463872_____,88
val_CMC5_RS26355_AMP_binding_NZ_CP012159__7247841_7249047_____,88
val_EBAPG3_RS03365_AMP_binding_NZ_CP021106.3_741621_742818_____,88
val_HDN1F_RS07775_AMP_binding_NC_014366__1886989_1888204_____,88
val_BJP36_RS16190_AMP_binding_NZ_CP017708__4313265_4314477_____,88
val_A4G23_RS27215_AMP_binding_NZ_CP017316__6502966_6503851_____,88
val_MSIL_RS06405_AMP_binding_NC_011666__1340991_1342197_____,88
val_ACZ75_RS04080_AMP_binding_NZ_CP012201__1001700_1002894_____,88
val_BRAD285_RS13220_AMP_binding_NZ_LT859959__2936999_2938199_____,88
UNKNOWN_B1H29_RS00485_AMP_binding_NZ_CP019724__145476_146628______B1H2__,88
val_CA727_RS20145_AMP_binding_NZ_AP018307__4963593_4964790_____,88
UNKNOWN_BJP34_RS13495_AMP_binding_NZ_CP017599__3615017_3616214_____,88
val_CIG75_RS02590_AMP_binding_NZ_CP022657__528886_530092_____,88
val_a0386_Val_AIW82282.1_A1_BGC0001125_puwainaphycins_Val_,88
val_CA734_RS15415_AMP_binding_NZ_AP018178__3835925_3837134_____,88
val_COO91_RS40655_AMP_binding_NZ_CP024789__105593_106799_____,88
val_BJP34_RS16125_AMP_binding_NZ_CP017599__4345199_4346555_____,88
val_GKIL_RS08825_AMP_binding_NC_022600__1878022_1879225_____,88
val_A616_RS28670_AMP_binding_NZ_CP023474__5826109_5827312_____,88
val_STAUR_RS23870_AMP_binding_NC_014623__5954218_5955415_____,88
val_CY96_RS27590_AMP_binding_NZ_CP007513__126095_127307_____,88
val_THII_RS13800_AMP_binding_NZ_AP014633__3352679_3353897_____,88
val_a0302_Val_AGM16412.1_A2_BGC0000400_paenibacterin_Val_,88
val_a0306_Val_AGM16413.1_A1_BGC0000400_paenibacterin_Val_,88
val_a0311_Val_AGM16414.1_A1_BGC0000400_paenibacterin_Val_,88
UNKNOWN_AW02_RS19690_AMP_binding_NZ_CP007165__213021_214218______BVH55__,88
val_a0055_Val_CAD92850.1_A4_not_in_mibig_gramicidin_Val_,88
val_a0417_Val_CAD92851.1_A2_not_in_mibig_gramicidin_Val_,88
val_a0416_Val_CAD92851.1_A1_not_in_mibig_gramicidin_Val_,88
UNKNOWN_CBW65_RS18670_AMP_binding_NZ_CP021434__3880365_3881559_____,88
val_TERTU_RS21350_AMP_binding_NC_012997__2432297_2433488_____,88
UNKNOWN_CBW65_RS18040_AMP_binding_NZ_CP021434__3707039_3708245_____,88
UNKNOWN_AA314_RS21770_AMP_binding_NZ_CP011509__5502298_5503498_____,88
UNKNOWN_COCOR_RS21030_AMP_binding_NC_017030__5285794_5286997_____,88
ile_CBW65_RS22950_AMP_binding_NZ_CP021434__4958858_4960052_____,88
ile_CBW65_RS18885_AMP_binding_NZ_CP021434__3967047_3968253_____,88
UNKNOWN_CBW65_RS18625_AMP_binding_NZ_CP021434__3867097_3868303_____,88
val_CBW65_RS19615_AMP_binding_NZ_CP021434__4225073_4226270_____,88
UNKNOWN_CBW65_RS18620_AMP_binding_NZ_CP021434__3854100_3855303_____,88
UNKNOWN_CBW65_RS18885_AMP_binding_NZ_CP021434__3976578_3977784_____,88
val_CIG75_RS03350_AMP_binding_NZ_CP022657__765043_766234_____,88
val_CBW65_RS03745_AMP_binding_NZ_CP021434__816407_817598_____,88
leu_STAUR_RS23875_AMP_binding_NC_014623__5957535_5958732_____,88
UNKNOWN_COCOR_RS22270_AMP_binding_NC_017030__5643017_5644223_____,88
ile_MSIL_RS04410_AMP_binding_NC_011666__942622_943822_____,88
UNKNOWN_CYR75_RS08275_AMP_binding_NZ_CP025583__1693879_1695067_____,88
val_b0391_Val_CCM44337.1_A2_BGC0001056_zeamine_Val_,88
val_A9255_RS01615_AMP_binding_NZ_CP016176__320056_321277_____,88
UNKNOWN_SARE_RS14420_AMP_binding_NC_009953__3342138_3343353_____,88
val_BN6_RS24835_AMP_binding_NC_019673__5736563_5737727_____,88
UNKNOWN_SDEN_RS06125_AMP_binding_NC_007954__1362561_1363731______SDEN___,88
UNKNOWN_ADJ52_RS07645_AMP_binding_NZ_CP012066__1660781_1661963______A6__,88
UNKNOWN_BGL_RS32895_AMP_binding_NZ_CP002581__100715_101921_____,88
val_CRH09_RS11875_AMP_binding_NZ_CP023778__2657732_2658923_____,88
val_AX767_RS06650_AMP_binding_NZ_CP014517__1315793_1316990_____,88
val_BKN51_RS26860_AMP_binding_NZ_CP017780__6115480_6116383_____,88
val_MARSALSMR5_RS09725_AMP_binding_NZ_CP020931__2149480_2150680_____,88
val_SINAC_RS03490_AMP_binding_NC_019892__888960_890169_____,88
val_BH695_RS21785_AMP_binding_NZ_CP020771__4374596_4375844_____,88
val_CBR65_RS03465_AMP_binding_NZ_CP021382__822747_823956_____,88
UNKNOWN_YQ44_RS19360_AMP_binding_NZ_CP011319__4483704_4484907_____,88
val_b0023_Val_ACZ55943.1_A1_BGC0000302_anabaenopeptin_Val_,88
val_A19Y_RS17270_AMP_binding_NZ_CM002803__3919531_3920737_____,88
val_MMWYL1_RS13160_AMP_binding_NC_009654__2890521_2891754_____,88
leu_B6E78_RS04160_AMP_binding_NZ_CP020466__864747_865974_____,88
val_BGLA_RS35435_AMP_binding_NC_015382__224332_225556_____,88
val_BFS30_RS17185_AMP_binding_NZ_CP017141__4136827_4138012_____,88
val_TERTU_RS10335_AMP_binding_NC_012997__2560866_2562075_____,88
val_AT705_RS23450_AMP_binding_NZ_CP013612__1024812_1026042_____,88
val_PNC201_RS00740_AMP_binding_NZ_CP022522__181007_182216_____,88
val_PNC201_RS03705_AMP_binding_NZ_CP022522__873507_874719_____,88
val_AT705_RS23465_AMP_binding_NZ_CP013612__1040685_1041903_____,88
val_b0398_Val_ACG60778.1_A1_BGC0001058_zorbamycin_Val_,88
val_BC350_RS19275_AMP_binding_NZ_CP016915__304482_305691_____,88
val_A8H32_RS05565_AMP_binding_NZ_CP020391__1266355_1267549_____,88
ala_a0250_Ala_AFR69334.1_A1_BGC0001045_spiruchostatin_NOTE,88
val_AQ610_RS19280_AMP_binding_NZ_CP013381__236920_238129_____,88
val_ATN79_RS09190_AMP_binding_NZ_CP013347__2072958_2074161_____,88
val_RPAL_RS18615_AMP_binding_NC_011004__4037346_4038543_____,88
val_BN1701_RS10570_AMP_binding_NZ_LN850107__2361711_2362887_____,88
val_CU254_RS16090_AMP_binding_NZ_CP024894__3417065_3418250_____,88
val_b0506_Val_ARU08075.1_A1_BGC0001448_malacidin_Val_,88
val_C1701_RS17250_AMP_binding_NZ_CP025990__4048889_4050101_____,88
UNKNOWN_B590_RS01730_AMP_binding_NZ_CM002273__435875_437093______B591___,88
UNKNOWN_GA0074704_RS07910_AMP_binding_NZ_LT607751__1702643_1703843_____,88
UNKNOWN_TL08_RS16165_AMP_binding_NZ_CP014859__3866247_3867450_____,88
val_B1K54_RS27550_AMP_binding_NZ_CP019798__6096862_6098071_____,88
val_AMES_RS20460_AMP_binding_NC_018266__4460981_4462163_____,88
val_DELCS14_RS10590_AMP_binding_NC_015563__2402305_2403505_____,88
val_ACZ75_RS05630_AMP_binding_NZ_CP012201__1510432_1511641_____,88
val_BM43_RS33980_AMP_binding_NZ_CP009323__3786897_3788103_____,88
val_a0744_Val_CAD70194.1_A1_BGC0001047_syringolin_a_Val_,88
UNKNOWN_C6H33_RS18660_AMP_binding_NZ_LT962481__4195832_4197020______PS__,88
rare_aa_a0786_Ile|Val_EJK79842.1_A1_BGC0000436_syringolin_a_Ile|Val_,88
val_A176_RS26080_AMP_binding_NZ_CP012109__6694330_6695527_____,88
val_MFUL124B02_RS44085_AMP_binding_NZ_CP006003__3692022_3693213_____,88
UNKNOWN_MYSTI_RS40725_AMP_binding_NC_020126__3408239_3409433_____,88
val_COCOR_RS10255_AMP_binding_NC_017030__2461610_2462807_____,88
val_MFUL124B02_RS27520_AMP_binding_NZ_CP006003__7116590_7117790_____,88
val_MEBOL_RS37430_AMP_binding_NZ_CP022163__9043009_9044206_____,88
val_AA314_RS40145_AMP_binding_NZ_CP011509__10256567_10257770_____,88
val_A176_RS11400_AMP_binding_NZ_CP012109__2805336_2806548_____,88
rare_aa_a0316_gOH-Val_YP_631961.1_A3_BGC0000393_myxoprincomide_gOH-Val_,88
UNKNOWN_LILAB_RS36490_AMP_binding_NC_015711__6293978_6295178_____,88
ile_A6E92_RS01955_AMP_binding_NZ_CP015362__465356_466550_____,88
val_A7J05_RS17030_AMP_binding_NZ_CP015588__3997227_3998502_____,88
val_BGLU_RS22715_AMP_binding_NC_012721.2_1257342_1258551_____,88
val_BBK82_RS02600_AMP_binding_NZ_CP016793__539506_540379_____,88
val_BN6_RS42060_AMP_binding_NC_019673__3873111_3874308_____,88
val_VITFI_RS03000_AMP_binding_NZ_CP022423__652882_654073_____,88
val_SACGLDRAFT_RS10820_AMP_binding_NZ_CM001484__2301430_2302309_____,88
val_CIK06_RS18405_AMP_binding_NZ_CP022961__4283054_4284287_____,88
val_B4U46_RS02675_AMP_binding_NZ_CP020042__525509_526709_____,88
val_BKN51_RS26855_AMP_binding_NZ_CP017780__6111671_6112865_____,88
UNKNOWN_AMES_RS26695_AMP_binding_NC_018266__5896218_5897403_____,88
val_GA0070612_RS16865_AMP_binding_NZ_LT607409__3593047_3594217_____,88
val_SLINC_RS31365_AMP_binding_NZ_CP016438__7009062_7010289_____,88
val_LEN_RS13675_AMP_binding_NZ_AP014940__3476278_3477472_____,88
gly_KALB_RS07350_AMP_binding_NZ_CP007155__1631489_1632689_____,88
val_BFF78_RS15775_AMP_binding_NZ_CP017248__3850693_3852157_____,88
val_CXR04_RS33270_AMP_binding_NZ_CP025407__7676988_7678197_____,88
val_C4B68_RS01265_AMP_binding_NZ_CP026652__267430_268654_____,88
UNKNOWN_L083_RS26970_AMP_binding_NC_021191__6397361_6398702_____,88
UNKNOWN_vnz_RS30975_AMP_binding_NZ_CP018074__6770976_6772176_____,88
UNKNOWN_GA0070618_RS21475_AMP_binding_NZ_LT607413__4786598_4787798_____,88
val_SCAT_RS02925_AMP_binding_NC_016113__693170_694361_____,88
dhb_b0524_di-OH-Bz_CDG76957.1_A1_BGC0000446_tilivalline_di-OH-Bz_,88
UNKNOWN_A9255_RS10760_AMP_binding_NZ_CP016176__2246219_2247479_____,88
UNKNOWN_CEQ30_RS08620_AMP_binding_NZ_CP022088.2_1926657_1927833_____,88
UNKNOWN_GA0070618_RS31075_AMP_binding_NZ_LT607413__7317133_7318312_____,88
val_ACIX8_RS24695_AMP_binding_NC_016631__4101571_4102777_____,88
UNKNOWN_AYM40_RS25085_AMP_binding_NZ_CP014579__1080908_1081544_____,88
UNKNOWN_BBN63_RS29220_AMP_binding_NZ_CP018047__6687722_6688916_____,88
leu_PLU_RS24515_AMP_binding_NC_005126__1410811_1412017_____,88
UNKNOWN_CFP65_RS03835_AMP_binding_NZ_CP025394__865658_866876_____,88
UNKNOWN_GA0070618_RS28410_AMP_binding_NZ_LT607413__6637930_6639139_____,88
leu_ACO34A_RS18555_AMP_binding_NZ_CP021371__3861548_3862757_____,88
val_BLU38_RS16785_AMP_binding_NZ_LT629772__3658782_3659964_____,88
val_BK049_RS07075_AMP_binding_NZ_CP017786__1424097_1425288_____,88
val_BLEG1_RS02305_AMP_binding_NZ_CP003923__457678_458869_____,88
ile_B5557_RS09550_AMP_binding_NZ_LT670819__2122793_2123984_____,88
UNKNOWN_A6122_RS00500_AMP_binding_NZ_CP015515__104356_105529_____,88
UNKNOWN_CKQ84_RS08435_AMP_binding_NZ_CP023019__1980182_1981394_____,88
UNKNOWN_ACSP50_RS30455_AMP_binding_NZ_LT827010__6818378_6819590_____,88
UNKNOWN_CXR04_RS33220_AMP_binding_NZ_CP025407__7655376_7656585_____,88
UNKNOWN_CK951_RS19955_AMP_binding_NZ_CP023550__488_1691_____,88
UNKNOWN_UM93_RS15330_AMP_binding_NZ_CP011005__3245571_3246759_____,88
UNKNOWN_BRE312_RS13850_AMP_binding_NZ_CM001230__3017271_3018447_____,88
UNKNOWN_CEP86_RS16315_AMP_binding_NZ_CP022097.2_3483279_3484455______H7__,88
UNKNOWN_AZL_RS16355_AMP_binding_NC_013855__209104_210295_____,88
UNKNOWN_BLR63_RS27150_AMP_binding_NZ_LT629689__5883144_5884338_____,88
phe_CEQ30_RS07145_AMP_binding_NZ_CP022088.2_1548569_1549757_____,88
UNKNOWN_CEQ30_RS08435_AMP_binding_NZ_CP022088.2_1861241_1862438_____,88
UNKNOWN_CEQ30_RS08435_AMP_binding_NZ_CP022088.2_1865645_1866860_____,88
UNKNOWN_CEQ30_RS08435_AMP_binding_NZ_CP022088.2_1858061_1859264_____,88
leu_MMARE11_RS15160_AMP_binding_NZ_HG917972.2_3707712_3708942_____,88
leu_BO226_RS07480_AMP_binding_NZ_CP018063__1588898_1590155_____,88
leu_PD630_RS12345_AMP_binding_NZ_CP003949__2754179_2755403_____,88
val_A9R05_RS30015_AMP_binding_NZ_CP016001__1186981_1188160_____,88
UNKNOWN_TL08_RS15660_AMP_binding_NZ_CP014859__3585984_3587157_____,88
UNKNOWN_C1701_RS01080_AMP_binding_NZ_CP025990__333201_334395_____,88
val_a0725_Val_AAT12283.1_A1_BGC0000384_lyngbyatoxin_Val_,88
UNKNOWN_SROS_RS26900_AMP_binding_NC_013595__6106763_6107924_____,88
UNKNOWN_AMIR_RS17950_AMP_binding_NC_013093__4191234_4192395_____,88
val_O3I_RS15805_AMP_binding_NC_018681__3491879_3493085_____,88
val_CRH09_RS18655_AMP_binding_NZ_CP023778__4186913_4188125_____,88
phe_SMD44_RS38735_AMP_binding_NZ_CP021748__8794146_8795271_____,88
val_B6264_RS25055_AMP_binding_NZ_CP020567__5615515_5616694_____,88
val_CNO08_RS12290_AMP_binding_NZ_CP023465__3134177_3135398_____,88
val_KY5_RS03695_AMP_binding_NZ_CP022685__933376_934540_____,88
val_ABE83_RS01185_AMP_binding_NZ_CP011522__299228_300440_____,88
cys_a0214_Cys_CAJ34375.1_A2_BGC0000445_thiocoraline_Cys_,88
val_SLINC_RS04020_AMP_binding_NZ_CP016438__900355_901537_____,88
val_BEN82_RS13025_AMP_binding_NZ_CP016824__3066011_3067193_____,88
val_BN6_RS22075_AMP_binding_NC_019673__4974586_4975816_____,88
val_KY5_RS04540_AMP_binding_NZ_CP022685__1136087_1137293_____,88
pro_a0339_Pro_AGZ15476.1_A1_BGC0001036_polyoxypeptin_3OH-Leu_,88
val_AVL59_RS10940_AMP_binding_NZ_CP016279__2569149_2570358_____,88
val_A7B19_RS07335_AMP_binding_NZ_CP015726__1953445_1954654_____,88
val_A7B19_RS06040_AMP_binding_NZ_CP015726__1576697_1577906_____,88
val_NY08_RS15515_AMP_binding_NZ_CP010797__3364136_3365339_____,88
val_A7J05_RS12590_AMP_binding_NZ_CP015588__3035320_3036598_____,88
UNKNOWN_AFR_RS18690_AMP_binding_NC_022657__4054912_4056100_____,88
val_BFG07_RS20560_AMP_binding_NZ_CP022690__4299485_4300661_____,88
UNKNOWN_RBRH_RS06835_AMP_binding_NC_014722__1463104_1464295_____,88
UNKNOWN_B1H29_RS36505_AMP_binding_NZ_CP019724__8436624_8437806______B1__,88
rare_aa_b0459_norCMA_WP_028678148.1_A2_BGC0001228_retimycin_norCMA_,88
UNKNOWN_JI76_RS10175_AMP_binding_NZ_CM003601__2343735_2344932_____,88
val_BN1701_RS08210_AMP_binding_NZ_LN850107__1785563_1786775_____,88
val_b0499_Val_ARU08073.1_A2_BGC0001448_malacidin_Val_,88
val_SAM23877_RS26850_AMP_binding_NZ_CP012382__6093779_6095108_____,88
val_CGQ36_RS15705_AMP_binding_NZ_CP022434__3742822_3744004_____,88
val_LK07_RS04350_AMP_binding_NZ_CP022433__1029534_1030728_____,88
val_KALB_RS19325_AMP_binding_NZ_CP007155__4354008_4355178_____,88
UNKNOWN_TCUR_RS09315_AMP_binding_NC_013510__2211704_2212901_____,88
val_TCUR_RS09325_AMP_binding_NC_013510__2230713_2231913_____,88
val_B590_RS17205_AMP_binding_NZ_CM002273__4000197_4001364_____,88
val_BLU95_RS31735_AMP_binding_NZ_LT629775__7583150_7584335_____,88
val_C1701_RS17255_AMP_binding_NZ_CP025990__4057567_4058752_____,88
val_A4G23_RS21775_AMP_binding_NZ_CP017316__5132042_5133245_____,88
UNKNOWN_C1701_RS17150_AMP_binding_NZ_CP025990__3948411_3949611_____,88
val_CIK06_RS23540_AMP_binding_NZ_CP022961__5470580_5471759_____,88
rare_aa_b0115_Ile|Val_AFO85453.1_A1_BGC0000391_pendolmycin_Ile|Val_,88
UNKNOWN_A3768_RS18435_AMP_binding_NZ_CP015851__240886_242080______CYD9__,88
val_BFG07_RS20560_AMP_binding_NZ_CP022690__4305845_4307036_____,88
rare_aa_b0081_Iso_AHB38497.1_A1_BGC0000346_epoxomicin_Iso_,88
UNKNOWN_CEQ30_RS07085_AMP_binding_NZ_CP022088.2_1527130_1528018_____,88
val_B590_RS01255_AMP_binding_NZ_CM002273__326568_327714_____,88
leu_C1701_RS26610_AMP_binding_NZ_CP025990__6694363_6695578_____,88
val_BSL84_RS27640_AMP_binding_NZ_CP018870__6124610_6125822_____,88
val_SLNWT_RS05265_AMP_binding_NZ_CP010519__1573266_1574466_____,88
val_ACP90_RS16475_AMP_binding_NZ_CP011927__3576845_3578033_____,88
val_ACSP50_RS04620_AMP_binding_NZ_LT827010__1053304_1054474_____,88
ile_C5L38_RS32110_AMP_binding_NZ_CP027022__7135402_7136617_____,88
UNKNOWN_GZL_RS38045_AMP_binding_NZ_CP003987__8919085_8920303_____,88
hpg_KY5_RS05240_AMP_binding_NZ_CP022685__1301502_1302696_____,88
UNKNOWN_CAC01_RS05060_AMP_binding_NZ_CP021118__1229757_1230954______CA__,88
dhpg_CAC01_RS05060_AMP_binding_NZ_CP021118__1235970_1237158_____,88
dhpg_A9R04_RS12325_AMP_binding_NZ_CP017965__2938374_2939583_____,88
dhpg_GA0070618_RS28950_AMP_binding_NZ_LT607413__6766977_6768177_____,88
UNKNOWN_BLT28_RS22785_AMP_binding_NZ_LT629701__5098853_5099366_____,88
val_A4E84_RS32865_AMP_binding_NZ_CP015098__7482046_7483270_____,88
val_FRANCCI3_RS12365_AMP_binding_NC_007777__2885488_2886691_____,88
UNKNOWN_ASR50_RS26605_AMP_binding_NZ_CP013142__5958315_5959515_____,88
UNKNOWN_B591_RS01650_AMP_binding_NZ_CM002271__407869_409069______B590___,88
hpg_BLU95_RS11310_AMP_binding_NZ_LT629775__2895443_2896622_____,88
hpg_b0007_Hpg_CAD91212.1_A2_BGC0000289_A40926_Hpg_,88
hpg_a0730_Hpg_CAA11795.1_A2_BGC0000455_vancomycin_Hpg|Cl2-Hpg_,88
hpg_a0626_Hpg_AAM80537.1_A2_BGC0000290_A47934_Hpg|Cl2-Hpg_,88
tyr_a0398_Tyr_AGS77309.1_A2_BGC0001178_UK-68_597_Tyr_,88
hpg_a0057_Hpg_CAE53352.1_A2_BGC0000440_teicoplanin_Hpg|Cl2-Hpg_,88
hpg_a0717_Hpg_AHF20584.1_A2_BGC0000418_ristocetin_Hpg_,88
hpg_a0792_Hpg_AIG79241.1_A2_BGC0000419_ristomycin_A_Hpg_,88
hpg_a0552_Hpg_CAC48361.1_A2_BGC0000311_balhimycin_Hpg|Cl2-Hpg_,88
hpg_a0625_Hpg_AAM80537.1_A1_BGC0000290_A47934_Hpg|Cl2-Hpg_,88
hpg_b0006_Hpg_CAD91212.1_A1_BGC0000289_A40926_Hpg_,88
hpg_a0729_Hpg_CAA11795.1_A1_BGC0000455_vancomycin_Hpg|Cl2-Hpg_,88
hpg_a0791_Hpg_AIG79241.1_A1_BGC0000419_ristomycin_A_Hpg_,88
hpg_a0714_Hpg_AHF20584.1_A1_BGC0000418_ristocetin_Hpg_,88
hpg_a0551_Hpg_CAC48361.1_A1_BGC0000311_balhimycin_Hpg|Cl2-Hpg_,88
hpg_a0397_Hpg_AGS77309.1_A1_BGC0001178_UK-68_597_Hpg_,88
hpg_a0056_Hpg_CAE53352.1_A1_BGC0000440_teicoplanin_Hpg|Cl2-Hpg_,88
leu_BLU53_RS43875_AMP_binding_NZ_LT629789__4866990_4868163_____,88
dhpg_a0546_Dhpg_CAD91221.1_A1_BGC0000289_A40926_Dhpg_,88
dhpg_a0680_Dhpg_AAM80538.1_A1_BGC0000290_A47934_Dhpg_,88
dhpg_a0802_Dhpg_CAE53351.1_A1_BGC0000440_teicoplanin_Dhpg_,88
dhpg_a0132_Dhpg_AIG79242.1_A1_BGC0000419_ristomycin_A_Dhpg_,88
dhpg_a0131_Dhpg_AHF20583.1_A1_BGC0000418_ristocetin_Dhpg_,88
dhpg_AJAP_RS43235_AMP_binding_NZ_CP008953__6868948_6870115_____,88
dhpg_a0396_Dhpg_AGS77308.1_A1_BGC0001178_UK-68_597_Dhpg_,88
dhpg_b0005_Dhpg_CAD91211.1_A1_BGC0000289_A40926_Dhpg_,88
dhpg_a0201_Dhpg_CAA11796.1_A1_BGC0000322_chloroeremomycin_Dhpg_,88
dhpg_a0790_Dhpg_AIG79240.1_A1_BGC0000419_ristomycin_A_Dhpg_,88
dhpg_a0716_Dhpg_AHF20585.1_A1_BGC0000418_ristocetin_Dhpg_,88
dhpg_AJAP_RS31675_AMP_binding_NZ_CP008953__6853276_6854467_____,88
dhpg_a0554_Dhpg_CAC48362.1_A1_BGC0000311_balhimycin_Dhpg_,88
dhpg_a0486_Dhpg_CAE53353.1_A1_BGC0000440_teicoplanin_Dhpg_,88
dhpg_a0399_Dhpg_AGS77310.1_A1_BGC0001178_UK-68_597_Dhpg_,88
dhpg_b0012_Dhpg_AAM80536.1_A1_BGC0000290_A47934_Dhpg_,88
hpg_A7J05_RS04360_AMP_binding_NZ_CP015588__1100736_1101948_____,88
hpg_a0736_Hpg_AAK81827.1_A1_BGC0000326_complestatin_Hpg|2Cl-Hpg_,88
hpg_a0779_Hpg_AAM80539.1_A1_BGC0000290_A47934_Hpg|Cl2-Hpg_,88
leu_a0740_Leu_CAA11794.1_A1_BGC0000455_vancomycin_Leu_,88
leu_a0016_Leu_CAC48360.1_A1_BGC0000311_balhimycin_Leu_,88
hpg_b0009_Hpg_CAD91220.1_A1_BGC0000289_A40926_Hpg_,88
hpg_a0794_Hpg_AIG79243.1_A1_BGC0000419_ristomycin_A_Hpg_,88
hpg_a0712_Hpg_AHF20582.1_A1_BGC0000418_ristocetin_Hpg_,88
hpg_a0014_Hpg_CAE53350.1_A1_BGC0000440_teicoplanin_Hpg|Cl2-Hpg_,88
hpg_a0394_Hpg_AGS77307.1_A1_BGC0001178_UK-68_597_Hpg_,88
hpg_a0078_Hpg_AAK81826.1_A1_BGC0000326_complestatin_Hpg|Cl2-Hpg_,88
hpg_a0628_Hpg_AAK81824.1_A1_BGC0000326_complestatin_Hpg|Cl2-Hpg_,88
hpg_a0701_Hpg_AAK81825.1_A1_BGC0000326_complestatin_Hpg|Cl2-Hpg_,88
hpg_a0079_Hpg_AAK81826.1_A2_BGC0000326_complestatin_Hpg|Cl2-Hpg_,88
hpg_CFP65_RS06230_AMP_binding_NZ_CP025394__1435805_1437014_____,88
hpg_SACMADRAFT_RS22430_AMP_binding_NZ_CM001439__4764180_4765377_____,88
hpg_BN6_RS18890_AMP_binding_NC_019673__4260378_4261572_____,88
hpg_Spa2297_RS32940_AMP_binding_NZ_CP015867__275210_276407_____,88
hpg_AOZ06_RS31135_AMP_binding_NZ_CP012752__6931706_6932894_____,88
hpg_LK07_RS03870_AMP_binding_NZ_CP022433__914349_915543_____,88
hpg_a0095_Hpg_EWS95124.1_A2_BGC0000306_arylomycin_Hpg_,88
hpg_a0234_Hpg_CAB38518.1_A6_BGC0000315_calcium_dependent_antibiotic_,88
hpg_BLU60_RS17385_AMP_binding_NZ_LT629768__3786408_3787704_____,88
rare_aa_b0233_PhGly_AGN74885.1_A4_BGC0000459_griseoviridin_PhGly_,88
tyr_b0263_Tyr_ADY76664.1_A1_BGC0000950_napsamycin_3Me-Tyr_,88
UNKNOWN_AVL59_RS22975_AMP_binding_NZ_CP016279__5391721_5392918_____,88
rare_aa_a0062_PhGly_CAA67249.1_A4_BGC0000952_pristinamycin_PhGly_,88
UNKNOWN_SPRI_RS35490_AMP_binding_NZ_CP011340__8303732_8304941______SPR__,88
UNKNOWN_A4E84_RS32735_AMP_binding_NZ_CP015098__7429761_7430967_____,88
val_B6264_RS28385_AMP_binding_NZ_CP020567__6482819_6483989_____,88
UNKNOWN_AS200_RS00910_AMP_binding_NZ_CP013743__236192_237383_____,88
UNKNOWN_AOZ06_RS22165_AMP_binding_NZ_CP012752__4848570_4849707_____,88
UNKNOWN_B7C62_RS02435_AMP_binding_NZ_CP020563__580166_581378_____,88
val_B6264_RS28380_AMP_binding_NZ_CP020567__6470171_6471356_____,88
UNKNOWN_SLNWT_RS05265_AMP_binding_NZ_CP010519__1563684_1564875_____,88
UNKNOWN_C1701_RS23740_AMP_binding_NZ_CP025990__5629251_5630445_____,88
UNKNOWN_SMD44_RS38875_AMP_binding_NZ_CP021748__8852805_8854017_____,88
leu_SMD44_RS38875_AMP_binding_NZ_CP021748__8860629_8861835_____,88
UNKNOWN_BTZ20_RS16770_AMP_binding_NZ_CP019572__3666275_3667472______BT__,88
UNKNOWN_B446_RS01505_AMP_binding_NC_021985__391178_392396______B446_RS__,88
val_AL346_RS04820_AMP_binding_NZ_CP012398__1011937_1013125_____,88
